y_test,y_pred
1719.8138297872342,1708.9891
2173.9361702127667,1737.978
1968.8829787234038,1887.902
1439.2287234042553,1916.6453
1554.2553191489362,1781.8278
1455.3191489361704,1722.5262
1474.2021276595744,1679.9384
1752.6595744680849,1666.1659
2026.3297872340418,1727.7389
2041.6223404255322,1851.5405
1367.2872340425533,1920.3591
1449.7340425531916,1775.456
1458.7765957446811,1697.1649
1540.957446808511,1673.2887
1717.8191489361704,1682.6527
2085.106382978723,1725.2834
2000.3989361702124,1860.8395
1588.031914893617,1912.2911
1585.6382978723404,1822.9808
1542.2872340425533,1750.0287
1587.898936170213,1713.1947
1763.563829787234,1708.4751
2265.0265957446813,1746.3761
2007.4468085106382,1925.3668
1421.4095744680853,1954.6047
1480.0531914893618,1808.787
1630.0531914893613,1725.0077
1395.345744680851,1740.2852
1623.6702127659576,1682.7101
2254.521276595745,1705.9841
2361.0372340425524,1915.0729
1859.308510638297,2053.444
2261.3031914893622,1996.8971
1533.6436170212767,2046.6976
1461.3031914893618,1897.6946
1608.3776595744682,1793.1018
2146.1436170212764,1792.0101
2087.632978723404,1962.8142
1254.5212765957447,2020.7289
1428.058510638298,1835.459
1439.7606382978724,1755.2148
1324.8670212765958,1737.4747
1472.0744680851067,1696.7722
2042.6861702127658,1707.0702
1850.2659574468084,1884.5643
1305.9840425531916,1909.716
1415.8244680851064,1769.8998
1430.8510638297876,1702.0072
1398.936170212766,1679.859
1608.5106382978724,1657.0714
2006.781914893617,1693.6658
1894.8138297872342,1840.2804
1505.585106382979,1871.2052
1643.2180851063831,1770.0936
1632.9787234042553,1727.8779
1732.712765957447,1714.1764
1843.2180851063827,1736.488
2348.5372340425533,1776.5746
2185.106382978723,1949.1615
1506.2500000000002,2007.0597
1598.4042553191491,1868.0625
1348.803191489362,1797.1144
1556.25,1707.414
1728.058510638298,1703.4922
2078.7234042553187,1753.2843
1894.6808510638296,1896.6425
1417.553191489362,1909.4562
1465.691489361702,1788.0658
1426.7287234042553,1714.1481
1362.367021276596,1679.4933
1601.462765957447,1646.8881
2144.9468085106378,1686.2576
2154.521276595745,1874.918
1744.5478723404256,1970.8396
1628.8563829787236,1908.1052
1678.8563829787233,1811.7625
1750.9308510638298,1783.6514
2047.8723404255322,1795.4592
2282.3138297872338,1876.3536
2155.053191489362,2012.1003
1675.531914893617,2052.0164
1657.0478723404256,1938.9481
1665.4255319148936,1845.9504
1745.7446808510638,1819.1188
2212.632978723404,1832.232
2359.175531914894,1960.0033
2142.154255319149,2101.635
1639.2287234042556,2111.628
1720.4787234042556,1990.5884
1783.244680851064,1910.7644
1906.25,1905.5396
1970.3457446808504,1935.3743
2044.9468085106375,1965.9757
2160.106382978723,2019.2301
1798.1382978723402,2072.7656
1647.6063829787236,2006.8145
1710.3723404255315,1903.3167
1794.2819148936173,1874.6631
1820.6117021276596,1886.6699
2644.547872340426,1889.8271
2631.914893617021,2140.255
1722.6063829787233,2287.25
1822.207446808511,2115.7537
1994.8138297872338,2015.672
1778.7234042553193,2030.0355
1884.1755319148938,1982.5146
2032.1808510638296,1987.7172
2053.856382978723,2040.5187
1580.9840425531918,2068.3516
1517.8191489361704,1955.3004
1590.026595744681,1854.9203
1579.521276595745,1839.673
1731.6489361702131,1817.792
1997.074468085107,1862.2437
1878.3244680851064,1956.3663
1760.6382978723407,1952.1886
1716.8882978723404,1911.3383
1732.5797872340427,1862.2788
1726.7287234042553,1848.2443
1817.2872340425533,1838.305
2048.0053191489355,1856.2456
2369.1489361702133,1931.5328
1619.9468085106384,2064.5503
1441.8882978723404,1938.933
1597.0744680851064,1785.9897
1673.1382978723404,1770.6272
1702.1276595744682,1789.8268
2085.63829787234,1798.3197
2164.6276595744685,1927.623
1831.1170212765958,2008.907
1853.9893617021276,1955.1425
1978.0585106382982,1921.8668
2274.6010638297867,1945.0065
2192.9521276595756,2046.693
2860.5053191489365,2087.8994
2623.537234042553,2300.7688
2205.5851063829787,2357.1584
1971.1436170212771,2283.953
1893.617021276596,2185.034
1929.654255319149,2110.6812
2055.0531914893613,2092.2473
2322.7393617021294,2119.5916
2284.1755319148933,2210.6
1904.6542553191491,2253.9124
1843.8829787234042,2171.2454
1893.0851063829784,2094.1223
2278.989361702128,2067.7766
1988.430851063829,2166.5823
2417.8191489361707,2140.832
2440.95744680851,2243.7139
2142.686170212766,2317.452
1984.0425531914893,2282.9602
1961.1702127659576,2186.6
2170.611702127658,2130.6028
2282.047872340426,2171.519
2534.7074468085098,2223.4062
2498.6702127659573,2332.1782
2158.377659574468,2386.4148
2158.1117021276586,2310.4927
2236.7021276595747,2255.1523
2383.2446808510654,2259.7673
2465.0265957446804,2309.8025
2826.7287234042565,2354.9875
2751.1968085106387,2505.558
2430.718085106383,2575.3735
2362.2340425531925,2521.9546
2349.734042553192,2467.7515
2343.8829787234044,2430.0942
2343.08510638298,2416.1602
2596.409574468085,2412.6484
3003.9893617021276,2491.231
2436.1702127659587,2656.0884
2312.8989361702133,2596.5952
2379.65425531915,2504.567
2478.1914893617027,2478.0366
2548.005319148936,2495.3826
3000.9308510638293,2530.7808
2824.202127659575,2680.3457
2336.4361702127653,2730.6104
2453.4574468085107,2628.9575
2472.3404255319165,2570.1702
2458.7765957446813,2556.1367
2548.8031914893613,2547.509
3031.3829787234044,2569.7021
2707.84574468085,2727.6152
2532.4468085106387,2738.8154
2687.765957446807,2682.2925
2676.1968085106378,2677.8232
2744.148936170214,2685.5083
2760.239361702129,2712.8306
3428.45744680851,2736.3901
3926.462765957447,2946.9495
2840.2925531914884,3187.5298
2802.659574468085,3057.0212
2737.632978723404,2967.1086
2797.20744680851,2903.0322
2909.574468085108,2892.7676
3695.478723404256,2922.228
3088.2978723404262,3168.9807
2664.627659574468,3157.6235
2634.574468085106,3026.753
2530.452127659575,2923.3965
2536.56914893617,2859.5103
2634.840425531916,2833.9473
3154.920212765957,2846.7185
2785.638297872341,3001.1448
2575.3989361702115,2978.099
2700.132978723405,2890.433
2773.271276595745,2858.6978
2794.6808510638293,2870.2874
2735.7712765957453,2874.0405
2807.0478723404267,2860.2974
3429.38829787234,2873.5098
2414.8936170212774,3053.086
2368.351063829788,2884.244
2328.8563829787226,2735.9724
2330.4521276595747,2672.8645
2445.345744680852,2644.1729
2703.324468085107,2660.724
2509.574468085108,2730.216
2201.329787234041,2719.2676
2170.611702127659,2615.7188
2150.531914893616,2531.6987
2239.228723404255,2492.3374
2383.3776595744685,2491.1543
2991.090425531914,2511.3555
2593.3510638297876,2709.1855
2068.6170212765956,2693.542
1839.6276595744682,2524.9963
1755.3191489361704,2368.8076
1932.5797872340422,2280.628
1714.3617021276596,2282.6938
2069.9468085106373,2219.9722
2090.159574468085,2280.2285
1554.9202127659576,2300.6765
1692.4202127659576,2142.7314
1650.7978723404256,2099.2517
1809.308510638298,2062.8489
1862.2340425531916,2077.2556
2244.148936170213,2091.3364
2469.0159574468084,2199.1316
1927.7925531914893,2295.938
1914.7606382978724,2199.1238
1968.6170212765956,2107.7554
2036.0372340425529,2086.0088
2154.1223404255315,2093.716
2254.3882978723404,2126.215
2057.446808510638,2175.7407
1734.7074468085107,2145.4836
1715.9574468085107,2038.479
1711.5691489361702,1962.8048
1742.9521276595744,1933.6932
1696.808510638298,1928.6195
2104.3882978723404,1900.2954
2015.1595744680849,2023.1531
1771.5425531914893,2050.4126
1717.9521276595747,1984.8931
1807.7127659574471,1922.3344
1867.8191489361704,1915.2091
1912.898936170213,1921.4055
2076.4627659574467,1938.7914
2119.2819148936164,1995.6343
1770.4787234042556,2039.6376
1644.4148936170216,1973.8918
1706.1170212765958,1866.421
1756.3829787234042,1847.767
1837.2340425531916,1853.8098
2135.5053191489365,1877.8202
2087.3005319148933,1973.1976
1539.3617021276598,2013.7424
1580.0531914893618,1891.9834
1519.4148936170213,1819.9974
1458.6436170212767,1780.1978
1506.781914893617,1743.885
1894.9468085106373,1740.7812
1802.1276595744682,1843.1702
1413.4308510638298,1855.7805
1441.3563829787236,1753.7496
1404.9202127659576,1696.5591
1452.3936170212767,1663.0371
1517.553191489362,1652.1566
1837.101063829787,1661.2811
1886.7021276595747,1752.5347
1893.6170212765958,1810.545
1459.9734042553193,1833.4645
1668.4840425531909,1724.3961
1553.4574468085107,1719.6964
1596.409574468085,1689.6484
2113.962765957448,1683.2278
1964.760638297872,1826.2919
1443.8829787234044,1868.8596
1427.659574468085,1751.6459
1423.936170212766,1663.5673
1454.6542553191491,1628.0419
1539.494680851064,1622.6442
2170.6117021276596,1644.818
1758.6436170212767,1834.5721
1380.9840425531918,1824.4221
